code,name1c,cat,sub,metal,qty,shops,per,sales,sum_sales,last_dt,last_price
000085940,цепь 9046040_р (Ag.925),Цепи,,Серебро 925,21,7,"12 Воскресенск №2:5, №5 Озёры:4, 11 Ногинск №3:4, 15 Егорьевск №2:2, №1 Раменское №1:2, №4 Луховицы:2, 14 Электрогорск:2",67,61722,2026-06-03,4912.0
000000084,цепь 120603821,Цепи,,,9,7,"№1 Раменское №1:2, 11 Ногинск №3:2, 15 Егорьевск №2:1, №4 Луховицы:1, 18 Подружка:1, 12 Воскресенск №2:1, 14 Электрогорск:1",66,4409501,2026-07-21,367200.0
000004915,подвеска вп-1139 (Au.585),Подвески,,Золото 585,3,3,"15 Егорьевск №2:1, №4 Луховицы:1, 18 Подружка:1",66,233548,2025-11-19,18225.0
000054003,браслет ба8011 (Ag.925),Браслеты,,Серебро 925,3,3,"15 Егорьевск №2:1, 18 Подружка:1, 12 Воскресенск №2:1",65,191962,2023-04-06,6636.0
000101788,кольцо 20-042 (Ag.925),Кольца,,Серебро 925,43,8,"12 Воскресенск №2:12, 11 Ногинск №3:6, №1 Раменское №1:5, №4 Луховицы:5, №5 Озёры:5, 18 Подружка:4, 14 Электрогорск:4, 15 Егорьевск №2:2",65,51176,2026-05-26,2848.0
000000312,цепь 101050,Цепи,,,1,1,11 Ногинск №3:1,64,2038307,2023-08-04,164760.0
000061522,цепь 101045 (Au.585),Цепи,,Золото 585,1,1,12 Воскресенск №2:1,64,1834731,2022-03-07,108780.0
000061493,цепь 1658050500 (Au.585),Цепи,,Золото 585,9,6,"№4 Луховицы:2, 12 Воскресенск №2:2, 14 Электрогорск:2, №1 Раменское №1:1, №5 Озёры:1, 11 Ногинск №3:1",64,1495551,2025-10-09,132832.5
000075630,цепь 1650020120 (Au.585),Цепи,,Золото 585,6,6,"15 Егорьевск №2:1, №5 Озёры:1, 18 Подружка:1, 11 Ногинск №3:1, 12 Воскресенск №2:1, 14 Электрогорск:1",64,438261,2025-08-12,31950.0
000007229,подвеска т13086390,Подвески,,,7,5,"15 Егорьевск №2:2, 14 Электрогорск:2, №1 Раменское №1:1, №5 Озёры:1, 12 Воскресенск №2:1",64,178370,2026-02-11,18625.6
000000304,цепь 8060154п,Цепи,,,2,2,"№5 Озёры:1, 12 Воскресенск №2:1",63,1065162,2026-03-08,87075.0
000031557,кольцо обр с/к 110148 (Au.585),Кольца,Обручальные,Золото 585,10,3,"№5 Озёры:5, 15 Егорьевск №2:4, №1 Раменское №1:1",63,723989,2025-06-17,37248.0
000025318,подвеска т13086067,Подвески,,,6,5,"№1 Раменское №1:2, 15 Егорьевск №2:1, 18 Подружка:1, 11 Ногинск №3:1, 14 Электрогорск:1",63,188231,2026-09-01,27345.6
000001727,подвеска 030730 и,Подвески,,,1,1,14 Электрогорск:1,63,161070,2025-10-11,16835.0
000085154,цепь 9032060_р (Ag.925),Цепи,,Серебро 925,12,6,"№1 Раменское №1:3, №4 Луховицы:3, 11 Ногинск №3:2, 12 Воскресенск №2:2, 15 Егорьевск №2:1, 18 Подружка:1",63,97220,2026-08-01,7872.0
000005585,кольцо 8-001р,Кольца,,,1,1,12 Воскресенск №2:1,63,52217,2022-05-25,1299.2
000083519,пирсинг 404002-553р (Ag.925),Пирсинг,,Серебро 925,1,1,№1 Раменское №1:1,63,8019,2024-10-09,280.0
000003071,браслет 91041027,Браслеты,,,1,1,№5 Озёры:1,62,1889608,2025-04-17,207675.0
000105397,цепь 8040208 (Au.585),Цепи,,Золото 585,15,7,"№1 Раменское №1:4, 11 Ногинск №3:3, 12 Воскресенск №2:3, 15 Егорьевск №2:2, №4 Луховицы:1, №5 Озёры:1, 14 Электрогорск:1",62,1425093,2026-07-22,66600.0
000009965,браслет 120603821,Браслеты,,,12,7,"11 Ногинск №3:3, 15 Егорьевск №2:2, №1 Раменское №1:2, 18 Подружка:2, №4 Луховицы:1, №5 Озёры:1, 14 Электрогорск:1",62,1406891,2026-06-27,116550.0
000100742,цепь бгр70 (Ag.925),Цепи,,Серебро 925,7,4,"№5 Озёры:2, 11 Ногинск №3:2, 12 Воскресенск №2:2, №4 Луховицы:1",62,568404,2026-06-07,34144.0
000016625,подвеска т13086042,Подвески,,,5,5,"15 Егорьевск №2:1, №1 Раменское №1:1, 18 Подружка:1, 11 Ногинск №3:1, 14 Электрогорск:1",62,220158,2026-05-23,30166.8
000040325,серьги 0042с-202 (Ag.925),Серьги,,Серебро 925,1,1,11 Ногинск №3:1,62,118097,2025-07-23,8758.4
000096441,цепь 9041120_р (Ag.925),Цепи,,Серебро 925,60,7,"15 Егорьевск №2:13, №1 Раменское №1:11, 14 Электрогорск:11, 18 Подружка:10, 11 Ногинск №3:10, №4 Луховицы:3, №5 Озёры:2",62,55571,2026-06-25,3248.0
000002880,кольцо обр 94110017,Кольца,Обручальные,,1,1,15 Егорьевск №2:1,62,44313,2021-08-20,2702.2
000000659,серьги 94020123,Серьги,,,1,1,12 Воскресенск №2:1,62,29829,2024-10-01,2183.6
000063960,цепь цн230а2гр-с888 (Ag.925),Цепи,,Серебро 925,2,2,"15 Егорьевск №2:1, 12 Воскресенск №2:1",62,18184,2023-10-29,571.2
000071796,кольцо вк-2447 (Au.585),Кольца,,Золото 585,10,7,"№1 Раменское №1:2, №5 Озёры:2, 11 Ногинск №3:2, 15 Егорьевск №2:1, №4 Луховицы:1, 12 Воскресенск №2:1, 14 Электрогорск:1",61,848272,2026-08-01,51290.0
000100741,цепь бгр80 (Ag.925),Цепи,,Серебро 925,18,8,"11 Ногинск №3:4, №1 Раменское №1:3, 12 Воскресенск №2:3, 15 Егорьевск №2:2, №5 Озёры:2, 18 Подружка:2, №4 Луховицы:1, 14 Электрогорск:1",61,722315,2026-04-17,35712.0
000018386,подвеска (шт.) т141034309 (Au.585),Подвески,,Золото 585,1,1,14 Электрогорск:1,61,452638,2024-12-03,50950.0
000107037,кольцо 94110001 (Ag.925),Кольца,,Серебро 925,15,2,"№7 Егорьевск №1:8, 17 Солнечногорск:7",61,72354,2026-08-31,2790.0
000017953,кольцо кс-002,Кольца,,,2,2,"15 Егорьевск №2:1, 12 Воскресенск №2:1",61,29784,2022-11-01,1087.9
000017897,подвеска вп-1400-ж (Au.585),Подвески,,Золото 585,1,1,№1 Раменское №1:1,60,265869,2026-03-11,23850.0
000087284,цепь 9005060_р (Ag.925),Цепи,,Серебро 925,5,4,"№5 Озёры:2, №1 Раменское №1:1, 11 Ногинск №3:1, 12 Воскресенск №2:1",60,171389,2025-09-27,15488.0
000087120,браслет нб22-408ю-3 (Ag.925),Браслеты,,Серебро 925,8,5,"№4 Луховицы:3, 15 Егорьевск №2:2, №1 Раменское №1:1, 11 Ногинск №3:1, 12 Воскресенск №2:1",60,94508,2026-08-11,6144.0
000039430,серьги вс-2314 (Au.585),Серьги,,Золото 585,1,1,11 Ногинск №3:1,59,700791,2025-07-08,61197.5
000056481,подвеска вп-1437 (Au.585),Подвески,,Золото 585,3,3,"15 Егорьевск №2:1, 18 Подружка:1, 14 Электрогорск:1",59,345358,2026-07-19,26386.5
000050425,браслет ба8014 (Ag.925),Браслеты,,Серебро 925,1,1,№4 Луховицы:1,59,290160,2023-09-02,10058.4
000087286,цепь 9007080_р (Ag.925),Цепи,,Серебро 925,6,5,"№1 Раменское №1:2, 15 Егорьевск №2:1, №5 Озёры:1, 11 Ногинск №3:1, 12 Воскресенск №2:1",59,231366,2026-09-05,17584.0
000104215,цепь 968110302 (Ag.925),Цепи,,Серебро 925,15,2,"17 Солнечногорск:9, №7 Егорьевск №1:6",59,37736,2026-08-20,1380.0
000063985,цепь цп235сза2гр-с888 (Ag.925),Цепи,,Серебро 925,1,1,№1 Раменское №1:1,59,31527,2024-12-19,5120.0
000054804,подвеска впс-1404 (Ag.925),Подвески,,Серебро 925,3,3,"№4 Луховицы:1, 11 Ногинск №3:1, 12 Воскресенск №2:1",59,29934,2024-07-31,1830.0
000056476,подвеска вп-1438 (Au.585),Подвески,,Золото 585,6,6,"15 Егорьевск №2:1, №1 Раменское №1:1, №5 Озёры:1, 18 Подружка:1, 12 Воскресенск №2:1, 14 Электрогорск:1",58,295034,2026-09-03,23400.0
000006850,подвеска т13096152,Подвески,,,2,2,"18 Подружка:1, 11 Ногинск №3:1",58,272109,2025-10-15,26325.0
000084203,серьги 2000-0342 (Ag.925),Серьги,,Серебро 925,6,6,"15 Егорьевск №2:1, №1 Раменское №1:1, №4 Луховицы:1, 18 Подружка:1, 11 Ногинск №3:1, 14 Электрогорск:1",58,250508,2026-07-01,11570.0
000087117,браслет нб22-370ю-3 (Ag.925),Браслеты,,Серебро 925,2,2,"15 Егорьевск №2:1, 11 Ногинск №3:1",58,36642,2026-08-18,2288.0
000036765,кольцо обр др/к (шт.) т1008-220 (Au.585),Кольца,Обручальные,Золото 585,5,2,"№1 Раменское №1:4, 12 Воскресенск №2:1",57,1796288,2026-05-04,92560.0
000010173,цепь нц12-087 (Au.585),Цепи,,Золото 585,12,7,"№5 Озёры:3, №1 Раменское №1:2, 18 Подружка:2, 12 Воскресенск №2:2, 15 Егорьевск №2:1, №4 Луховицы:1, 14 Электрогорск:1",57,1229692,2026-03-07,63900.0
000085942,цепь 9065060_р (Ag.925),Цепи,,Серебро 925,2,2,"15 Егорьевск №2:1, №1 Раменское №1:1",57,214963,2026-03-12,22320.0
000087287,цепь 9009060_р (Ag.925),Цепи,,Серебро 925,4,3,"11 Ногинск №3:2, 15 Егорьевск №2:1, №4 Луховицы:1",57,164908,2025-10-14,16640.0
000083767,цепь 9022080_р (Ag.925),Цепи,,Серебро 925,6,5,"№5 Озёры:2, №1 Раменское №1:1, №4 Луховицы:1, 18 Подружка:1, 11 Ногинск №3:1",57,142934,2024-09-26,8806.5
000083814,кольцо обр 25-5000-0 (Ag.925),Кольца,Обручальные,Серебро 925,13,6,"№1 Раменское №1:4, 14 Электрогорск:4, 15 Егорьевск №2:2, №4 Луховицы:1, №5 Озёры:1, 12 Воскресенск №2:1",57,116774,2026-04-04,5984.0
000101786,кольцо 20-026 (Ag.925),Кольца,,Серебро 925,34,8,"№4 Луховицы:8, №1 Раменское №1:6, №5 Озёры:4, 18 Подружка:4, 11 Ногинск №3:4, 14 Электрогорск:4, 15 Егорьевск №2:2, 12 Воскресенск №2:2",57,79518,2026-08-13,4192.0
000074219,цепь 9032040 (Ag.925),Цепи,,Серебро 925,1,1,12 Воскресенск №2:1,57,25806,2024-11-24,2848.0
000060811,браслет 101050 (Au.585),Браслеты,,Золото 585,1,1,№4 Луховицы:1,56,777691,2025-08-02,76050.0
000003772,цепь нц18-002-3,Цепи,,,5,4,"15 Егорьевск №2:2, №1 Раменское №1:1, 18 Подружка:1, 11 Ногинск №3:1",56,656040,2024-09-03,88736.0
000041148,серьги вс-2396 (Au.585),Серьги,,Золото 585,2,2,"№1 Раменское №1:1, 12 Воскресенск №2:1",56,371492,2025-01-07,37765.0
000081619,кольцо обр 16-4-00р (Ag.925),Кольца,Обручальные,Серебро 925,8,6,"№4 Луховицы:2, №5 Озёры:2, 15 Егорьевск №2:1, №1 Раменское №1:1, 12 Воскресенск №2:1, 14 Электрогорск:1",56,55872,2026-09-03,3648.0
000064374,цепь 9022050 (Ag.925),Цепи,,Серебро 925,1,1,№5 Озёры:1,56,32857,2023-04-14,901.0
000000085,браслет 120803821,Браслеты,,,18,6,"№1 Раменское №1:4, №4 Луховицы:4, 15 Егорьевск №2:3, 11 Ногинск №3:3, 12 Воскресенск №2:3, №5 Озёры:1",55,1822613,2026-05-06,225615.0
000000303,цепь 8050154п,Цепи,,,1,1,12 Воскресенск №2:1,55,607870,2025-07-16,62775.0
000001875,подвеска 030737 (Au.585),Подвески,,Золото 585,1,1,№1 Раменское №1:1,55,122964,2025-05-13,12285.0
000104228,цепь 968510300 (Ag.925),Цепи,,Серебро 925,15,2,"17 Солнечногорск:14, №7 Егорьевск №1:1",55,36848,2026-08-11,1380.0
000067603,кольцо 20-041 (Ag.925),Кольца,,Серебро 925,9,5,"14 Электрогорск:3, 15 Егорьевск №2:2, 11 Ногинск №3:2, №5 Озёры:1, 18 Подружка:1",55,36773,2026-07-21,4960.0
000074896,браслет 101070 (Au.585),Браслеты,,Золото 585,5,3,"12 Воскресенск №2:3, 15 Егорьевск №2:1, №1 Раменское №1:1",54,1745325,2026-03-08,165375.0
000112327,кольцо обр глк 1180070003 (Au.585),Кольца,Обручальные,Золото 585,73,8,"11 Ногинск №3:13, 18 Подружка:12, №5 Озёры:11, 15 Егорьевск №2:9, №1 Раменское №1:9, 14 Электрогорск:9, №4 Луховицы:5, 12 Воскресенск №2:5",54,905971,2026-08-22,23424.0
000018243,подвеска т13086116,Подвески,,,3,3,"18 Подружка:1, 11 Ногинск №3:1, 14 Электрогорск:1",54,141734,2025-07-31,24920.4
000068702,кольцо 20-019 (Ag.925),Кольца,,Серебро 925,11,6,"№1 Раменское №1:5, №4 Луховицы:2, 15 Егорьевск №2:1, №5 Озёры:1, 18 Подружка:1, 12 Воскресенск №2:1",54,33194,2026-07-05,2464.0
000001706,браслет 120603221,Браслеты,,,2,2,"№4 Луховицы:1, 11 Ногинск №3:1",53,1393162,2023-11-22,114840.0
000065142,кольцо (шт.) т305618649 (Au.585),Кольца,,Золото 585,1,1,№5 Озёры:1,53,1380389,2026-04-26,224960.0
000061140,подвеска (шт.) т145634934 (Au.585),Подвески,,Золото 585,1,1,№1 Раменское №1:1,53,523190,2026-05-14,81840.0
000007401,подвеска ов-010/к,Подвески,,,1,1,12 Воскресенск №2:1,53,246679,2025-08-07,28800.0
000077809,пирсинг 190001 (Au.585),Пирсинг,,Золото 585,1,1,11 Ногинск №3:1,53,65172,2025-02-22,4322.5
000010380,браслет бр-111,Браслеты,,,2,2,"№5 Озёры:1, 18 Подружка:1",52,1394496,2026-07-31,165140.0
000081800,браслет 62105 (Au.585),Браслеты,,Золото 585,3,2,"14 Электрогорск:2, 12 Воскресенск №2:1",52,874784,2026-07-12,83437.5
000078447,серьги вс-2535 (Au.585),Серьги,,Золото 585,2,2,"18 Подружка:1, 14 Электрогорск:1",52,700872,2026-08-06,49725.0
000085933,колье нх22-086аю-3 (Ag.925),Колье,,Серебро 925,15,7,"№1 Раменское №1:4, 11 Ногинск №3:3, №4 Луховицы:2, №5 Озёры:2, 12 Воскресенск №2:2, 15 Егорьевск №2:1, 18 Подружка:1",52,646422,2025-12-03,38624.0
000065049,колье 71443.1 (Au.585),Колье,,Золото 585,1,1,12 Воскресенск №2:1,52,251312,2025-06-22,13228.8
000090018,кольцо обр кл-022 (Ag.925),Кольца,Обручальные,Серебро 925,10,4,"№5 Озёры:4, №1 Раменское №1:3, 15 Егорьевск №2:2, 11 Ногинск №3:1",52,69525,2026-07-16,4080.0
000083776,цепь 9007030_р (Ag.925),Цепи,,Серебро 925,22,8,"№1 Раменское №1:5, 11 Ногинск №3:4, 18 Подружка:3, 12 Воскресенск №2:3, 14 Электрогорск:3, 15 Егорьевск №2:2, №4 Луховицы:1, №5 Озёры:1",52,17862,2026-03-05,2064.0
000083728,цепь 52145 (Au.585),Цепи,,Золото 585,1,1,12 Воскресенск №2:1,51,2085166,2024-08-19,128400.0
000105407,цепь 8050208 (Au.585),Цепи,,Золото 585,17,7,"№4 Луховицы:8, 11 Ногинск №3:3, 15 Егорьевск №2:2, №1 Раменское №1:1, №5 Озёры:1, 12 Воскресенск №2:1, 14 Электрогорск:1",51,1706514,2026-07-17,83700.0
000112328,кольцо обр глк 1180070004 (Au.585),Кольца,Обручальные,Золото 585,77,8,"№5 Озёры:14, №4 Луховицы:13, №1 Раменское №1:11, 18 Подружка:10, 11 Ногинск №3:9, 14 Электрогорск:9, 15 Егорьевск №2:7, 12 Воскресенск №2:4",51,1256742,2026-08-30,33536.0
000082335,кольцо обр двуспл к-761 (Au.585),Кольца,Обручальные,Золото 585,21,4,"№5 Озёры:7, 18 Подружка:6, №1 Раменское №1:4, 11 Ногинск №3:4",51,1149021,2026-07-22,48768.0
000070991,цепь нц12-203пг (Au.585),Цепи,,Золото 585,1,1,12 Воскресенск №2:1,51,960350,2023-08-06,40455.0
000000009,цепь 110350501,Цепи,,,7,4,"12 Воскресенск №2:3, 18 Подружка:2, №5 Озёры:1, 11 Ногинск №3:1",51,779437,2026-08-16,86905.6
000001175,кольцо обр глк гл-60-01-1-09-000,Кольца,Обручальные,,3,2,"№1 Раменское №1:2, №5 Озёры:1",51,675320,2022-09-19,35920.0
000009392,подвеска вп-1113 (Au.585),Подвески,,Золото 585,6,6,"15 Егорьевск №2:1, №1 Раменское №1:1, №4 Луховицы:1, 18 Подружка:1, 12 Воскресенск №2:1, 14 Электрогорск:1",51,158649,2026-07-01,19960.2
000002670,браслет сбр009,Браслеты,,,1,1,12 Воскресенск №2:1,51,97971,2022-02-16,4440.4
000000017,браслет 035,Браслеты,,,2,2,"15 Егорьевск №2:1, №4 Луховицы:1",50,770385,2025-07-30,86400.0
000006548,цепь цяк20110025,Цепи,,,1,1,№1 Раменское №1:1,50,340531,2026-07-31,14621.7
000006699,цепь 110250501,Цепи,,,3,3,"№1 Раменское №1:1, №4 Луховицы:1, 12 Воскресенск №2:1",50,297943,2026-04-16,41850.0
000007310,подвеска т13086389,Подвески,,,3,3,"11 Ногинск №3:1, 12 Воскресенск №2:1, 14 Электрогорск:1",50,187200,2026-08-14,27345.6
000104193,цепь 968020402 (Ag.925),Цепи,,Серебро 925,13,3,"№7 Егорьевск №1:5, 17 Солнечногорск:4, 19 Истра:4",50,99281,2026-07-26,4990.0
